iter	Passed	Remaining
1669	28790	5689
1670	28808	5672
1671	28830	5655
1672	28850	5639
1673	28867	5621
1674	28886	5604
1675	28902	5587
1676	28919	5570
1677	28934	5552
1678	28949	5534
1679	28966	5517
1680	28983	5500
1681	29000	5482
1682	29015	5465
1683	29031	5447
1684	29046	5430
1685	29063	5412
1686	29079	5395
1687	29096	5378
1688	29112	5360
1689	29129	5343
1690	29145	5325
1691	29161	5308
1692	29176	5290
1693	29192	5273
1694	29206	5255
1695	29222	5238
1696	29238	5220
1697	29255	5203
1698	29274	5186
1699	29291	5169
1700	29304	5151
1701	29320	5133
1702	29336	5116
1703	29352	5098
1704	29369	5081
1705	29384	5063
1706	29401	5046
1707	29416	5029
1708	29435	5012
1709	29450	4994
1710	29465	4976
1711	29479	4959
1712	29495	4941
1713	29510	4924
1714	29526	4906
1715	29540	4889
1716	29554	4871
1717	29570	4853
1718	29586	4836
1719	29601	4818
1720	29618	4801
1721	29634	4784
1722	29650	4766
1723	29665	4749
1724	29682	4731
1725	29696	4714
1726	29715	4697
1727	29729	4679
1728	29746	4662
1729	29762	4644
1730	29782	4628
1731	29798	4610
1732	29815	4593
1733	29831	4576
1734	29862	4561
1735	29886	4544
1736	29908	4528
1737	29926	4511
1738	29944	4494
1739	29968	4478
1740	29990	4461
1741	30010	4444
1742	30027	4427
1743	30045	4410
1744	30060	4392
1745	30077	4375
1746	30094	4358
1747	30109	4340
1748	30122	4322
1749	30137	4305
1750	30150	4287
1751	30164	4269
1752	30180	4252
1753	30195	4234
1754	30212	4217
1755	30230	4200
1756	30245	4183
1757	30260	4165
1758	30273	4147
1759	30290	4130
1760	30303	4112
1761	30321	4095
1762	30336	4078
1763	30354	4061
1764	30370	4043
1765	30387	4026
1766	30402	4008
1767	30418	3991
1768	30433	3974
1769	30450	3956
1770	30466	3939
1771	30486	3922
1772	30503	3905
1773	30519	3888
1774	30533	3870
1775	30552	3853
1776	30569	3836
1777	30587	3819
1778	30603	3801
1779	30618	3784
1780	30633	3766
1781	30649	3749
1782	30663	3731
1783	30681	3714
1784	30696	3697
1785	30710	3679
1786	30724	3662
1787	30740	3644
1788	30757	3627
1789	30770	3609
1790	30786	3592
1791	30801	3575
1792	30818	3557
1793	30832	3540
1794	30849	3523
1795	30864	3505
1796	30883	3488
1797	30900	3471
1798	30912	3453
1799	30927	3436
1800	30942	3418
1801	30956	3401
1802	30971	3384
1803	30985	3366
1804	30999	3348
1805	31014	3331
1806	31028	3314
1807	31042	3296
1808	31057	3279
1809	31072	3261
1810	31089	3244
1811	31106	3227
1812	31121	3210
1813	31135	3192
1814	31151	3175
1815	31171	3158
1816	31185	3140
1817	31198	3123
1818	31212	3105
1819	31229	3088
1820	31244	3071
1821	31260	3054
1822	31276	3036
1823	31291	3019
1824	31306	3002
1825	31320	2984
1826	31337	2967
1827	31351	2949
1828	31367	2932
1829	31384	2915
1830	31402	2898
1831	31417	2881
1832	31433	2863
1833	31447	2846
1834	31466	2829
1835	31480	2812
1836	31495	2794
1837	31512	2777
1838	31529	2760
1839	31543	2742
1840	31561	2725
1841	31575	2708
1842	31594	2691
1843	31611	2674
1844	31628	2657
1845	31646	2640
1846	31662	2622
1847	31690	2606
1848	31708	2589
1849	31727	2572
1850	31745	2555
1851	31761	2538
1852	31778	2521
1853	31791	2503
1854	31808	2486
1855	31826	2469
1856	31844	2452
1857	31861	2435
1858	31877	2417
1859	31894	2400
1860	31912	2383
1861	31930	2366
1862	31947	2349
1863	31963	2332
1864	31982	2315
1865	31994	2297
1866	32010	2280
1867	32028	2263
1868	32046	2246
1869	32061	2228
1870	32074	2211
1871	32092	2194
1872	32107	2177
1873	32124	2159
1874	32138	2142
1875	32154	2125
1876	32173	2108
1877	32187	2091
1878	32206	2073
1879	32221	2056
1880	32239	2039
1881	32257	2022
1882	32272	2005
1883	32287	1987
1884	32302	1970
1885	32316	1953
1886	32335	1936
1887	32352	1919
1888	32366	1901
1889	32380	1884
1890	32396	1867
1891	32410	1850
1892	32425	1832
1893	32440	1815
1894	32456	1798
1895	32472	1781
1896	32488	1764
1897	32503	1746
1898	32518	1729
1899	32533	1712
1900	32547	1695
1901	32563	1677
1902	32577	1660
1903	32593	1643
1904	32608	1626
1905	32625	1609
1906	32641	1591
1907	32659	1574
1908	32673	1557
1909	32687	1540
1910	32703	1523
1911	32719	1505
1912	32737	1488
1913	32754	1471
1914	32770	1454
1915	32786	1437
1916	32799	1420
1917	32816	1402
1918	32832	1385
1919	32846	1368
1920	32863	1351
1921	32878	1334
1922	32894	1317
1923	32910	1300
1924	32927	1282
1925	32943	1265
1926	32958	1248
1927	32972	1231
1928	32988	1214
1929	33001	1196
1930	33014	1179
1931	33031	1162
1932	33045	1145
1933	33061	1128
1934	33079	1111
1935	33093	1093
1936	33112	1076
1937	33126	1059
1938	33140	1042
1939	33159	1025
1940	33174	1008
1941	33191	991
1942	33205	974
1943	33221	957
1944	33239	939
1945	33254	922
1946	33270	905
1947	33285	888
1948	33301	871
1949	33316	854
1950	33332	837
1951	33346	819
1952	33361	802
1953	33377	785
1954	33392	768
1955	33408	751
1956	33423	734
1957	33438	717
1958	33455	700
1959	33471	683
1960	33486	665
1961	33500	648
1962	33515	631
1963	33533	614
1964	33547	597
1965	33566	580
1966	33581	563
1967	33599	546
1968	33617	529
1969	33633	512
1970	33649	495
1971	33667	478
1972	33681	460
1973	33699	443
1974	33715	426
1975	33732	409
1976	33744	392
1977	33761	375
1978	33777	358
1979	33793	341
1980	33810	324
1981	33828	307
1982	33844	290
1983	33860	273
1984	33874	255
1985	33891	238
1986	33908	221
1987	33925	204
1988	33941	187
1989	33955	170
1990	33972	153
1991	33989	136
1992	34006	119
1993	34022	102
1994	34037	85
1995	34052	68
1996	34070	51
1997	34084	34
1998	34099	17
1999	34113	0
