iter	RMSE
399	217.4229129
400	217.4113401
401	217.3966804
402	217.3845061
403	217.3725752
404	217.3333682
405	217.313557
406	217.289659
407	217.2644431
408	217.2558496
409	217.2372846
410	217.2137878
411	217.1946149
412	217.1775085
413	217.1491677
414	217.1348888
415	217.121811
416	217.1019958
417	217.093584
418	217.0756992
419	217.0658918
420	217.0537901
421	217.0384978
422	217.0093372
423	216.9903068
424	216.9702884
425	216.9512945
426	216.9208302
427	216.9095059
428	216.8956203
429	216.8858098
430	216.8555215
431	216.8415359
432	216.8171573
433	216.7937598
434	216.7493706
435	216.7228473
436	216.7063778
437	216.6879178
438	216.6625698
439	216.6386631
440	216.6186542
441	216.5875052
442	216.5571718
443	216.5422444
444	216.5113943
445	216.4948698
446	216.4671745
447	216.4454342
448	216.4329624
449	216.4164512
450	216.3987593
451	216.3746382
452	216.354844
453	216.3396268
454	216.3177391
455	216.3050523
456	216.2921214
457	216.2834214
458	216.2545523
459	216.2463289
460	216.2299733
461	216.2106908
462	216.1799292
463	216.152951
464	216.1251535
465	216.1082468
466	216.0820325
467	216.0635859
468	216.0358147
469	216.0045904
470	215.9896506
471	215.9852739
472	215.9710508
473	215.9617948
474	215.9482415
475	215.9302978
476	215.9069033
477	215.895833
478	215.879004
479	215.8673992
480	215.8575078
481	215.8325971
482	215.816842
483	215.8084428
484	215.7979555
485	215.7711829
486	215.7541585
487	215.7357073
488	215.7107937
489	215.687382
490	215.6746822
491	215.6552771
492	215.6236069
493	215.6043764
494	215.5873531
495	215.572
496	215.563038
497	215.5460106
498	215.5389288
499	215.5242603
500	215.5103351
501	215.4876456
502	215.4587252
503	215.4348361
504	215.4061142
505	215.399955
506	215.3856335
507	215.3622218
508	215.3454656
509	215.3300972
510	215.3151706
511	215.304273
512	215.2919379
513	215.2564358
514	215.2431903
515	215.2367957
516	215.2293932
517	215.2062498
518	215.1929972
519	215.1608749
520	215.1484099
521	215.1349692
522	215.1199216
523	215.1035364
524	215.0953927
525	215.0886649
526	215.0581085
527	215.0515401
528	215.0381643
529	215.0151916
530	214.991241
531	214.9638563
532	214.9505992
533	214.9304921
534	214.9141728
535	214.8925794
536	214.8751785
537	214.8492003
538	214.8257461
539	214.8173493
540	214.8077527
541	214.7910241
542	214.7766265
543	214.7612103
544	214.7358687
545	214.7148642
546	214.6889893
547	214.6683988
548	214.6420852
549	214.6267747
550	214.6090785
551	214.5945009
552	214.5647299
553	214.5354697
554	214.5124172
555	214.4797067
556	214.4640955
557	214.4458792
558	214.4381051
559	214.4146987
560	214.4045597
561	214.3820429
562	214.3657193
563	214.3575291
564	214.3252322
565	214.297465
566	214.2717372
567	214.2574683
568	214.2360097
569	214.219006
570	214.2068046
571	214.1882482
572	214.1753886
573	214.1611777
574	214.1460381
575	214.1175062
576	214.1004784
577	214.0789209
578	214.0553525
579	214.0427348
580	214.0349692
581	214.0124878
582	213.9891778
583	213.9762498
584	213.9516973
585	213.9303564
586	213.9136156
587	213.896241
588	213.865168
589	213.8442362
590	213.8244194
591	213.8111656
592	213.7946306
593	213.775306
594	213.7682223
595	213.7547466
596	213.7259851
597	213.7062786
598	213.6893879
599	213.6755953
600	213.6581943
601	213.640961
602	213.623404
603	213.6070675
604	213.5921287
605	213.5566529
606	213.5341108
607	213.5178341
608	213.5059436
609	213.4793962
610	213.4551027
611	213.4384013
612	213.425552
613	213.3898399
614	213.3816594
615	213.3551212
616	213.3248389
617	213.3206249
618	213.297841
619	213.2848085
620	213.2745131
621	213.2612787
622	213.251858
623	213.229543
624	213.2169839
625	213.2043211
626	213.1971799
627	213.1871187
628	213.1742206
629	213.1369128
630	213.106639
631	213.0843381
632	213.066732
633	213.0437078
634	213.041974
635	213.0193308
636	213.009775
637	212.9756992
638	212.9603765
639	212.9506227
640	212.9390133
641	212.9274132
642	212.8893195
643	212.8793536
644	212.8661086
645	212.8467071
646	212.8378512
647	212.8275108
648	212.808956
649	212.7996503
650	212.7880473
651	212.7789781
652	212.7642462
653	212.7548604
654	212.7352338
655	212.7076828
656	212.7022761
657	212.6803742
658	212.6686821
659	212.657841
660	212.6500657
661	212.6438821
662	212.6305373
663	212.6247502
664	212.6057035
665	212.5792801
666	212.5706505
667	212.5627789
668	212.5534203
669	212.5274766
670	212.5059114
671	212.4968656
672	212.4884934
673	212.4729222
674	212.4665143
675	212.4610781
676	212.4525289
677	212.437107
678	212.4290235
679	212.401753
680	212.3794464
681	212.370475
682	212.3618119
683	212.3572748
684	212.347231
685	212.330069
686	212.3239107
687	212.3159908
688	212.2914254
689	212.2836804
690	212.2671752
691	212.2563744
692	212.2491668
693	212.2224297
694	212.2111913
695	212.2067152
696	212.1994719
697	212.1843985
698	212.1723205
699	212.1684803
700	212.1586408
701	212.1516743
702	212.1415287
703	212.1250117
704	212.1181476
705	212.110084
706	212.1014885
707	212.0922005
708	212.0833746
709	212.0707779
710	212.0490657
711	212.0202558
712	212.0053158
713	212.0014712
714	211.9751141
715	211.9624645
716	211.9473355
717	211.9218988
718	211.9130659
719	211.8975273
720	211.8779844
721	211.8712086
722	211.8678348
723	211.8609463
724	211.8409274
725	211.8310253
726	211.8224863
727	211.8175982
728	211.8055676
729	211.7943741
730	211.7764693
731	211.764224
732	211.75784
733	211.748991
734	211.7458616
735	211.7371673
736	211.7104299
737	211.7031421
738	211.6917636
739	211.6829329
740	211.674896
741	211.666604
742	211.6517718
743	211.6249284
744	211.6190085
745	211.6089416
746	211.5982999
747	211.5833775
748	211.5594076
749	211.5511982
750	211.5245354
751	211.5134127
752	211.5013155
753	211.4919613
754	211.4677423
755	211.4509712
756	211.4446711
757	211.4378984
758	211.4316744
759	211.4223315
760	211.4087115
761	211.3930205
762	211.3784397
763	211.3522585
764	211.3450197
765	211.3341444
766	211.3137998
767	211.3022133
768	211.2903782
769	211.2801578
770	211.2589387
771	211.2429536
772	211.2175599
773	211.2065989
774	211.2037647
775	211.1936657
776	211.1832368
777	211.1801122
778	211.177378
779	211.1682813
780	211.1472641
781	211.1398507
782	211.1367475
783	211.1235573
784	211.1109055
785	211.1082216
786	211.1025671
787	211.0853029
788	211.0721044
789	211.0565968
790	211.0536083
791	211.0504401
792	211.0389492
793	211.0297161
794	211.0082066
795	210.9974224
796	210.9945368
797	210.9899604
798	210.9854037
799	210.9628407
800	210.9600538
801	210.9566146
802	210.9456784
803	210.9401527
804	210.9301322
805	210.9223701
806	210.9157789
807	210.909964
808	210.9019323
809	210.8962414
810	210.8857097
811	210.8814207
812	210.8721698
813	210.8682454
814	210.8626831
815	210.8572918
816	210.8428055
817	210.8306363
818	210.8177092
819	210.7934457
820	210.774509
821	210.7579833
822	210.7397672
823	210.72403
824	210.7102342
825	210.7006228
826	210.693603
827	210.6824785
828	210.6709136
829	210.6547894
830	210.6524402
831	210.6439871
832	210.6339448
833	210.6182196
834	210.6115351
835	210.5890817
836	210.5863061
837	210.5728194
838	210.545904
839	210.5177805
840	210.5115557
841	210.488988
842	210.4807209
843	210.4610862
844	210.447005
845	210.4416453
846	210.4198871
847	210.3982069
848	210.3818653
849	210.3732488
850	210.355891
851	210.346427
852	210.3413801
853	210.3304201
854	210.3118824
855	210.2874207
856	210.2793374
857	210.2673587
858	210.2433381
859	210.2188862
860	210.200425
861	210.1901067
862	210.1739987
863	210.1597395
864	210.1466868
865	210.139326
866	210.1204517
867	210.1080218
868	210.0985511
869	210.0974139
870	210.0793859
871	210.0739829
872	210.0597025
873	210.0427303
874	210.0375236
875	210.0272504
876	210.016718
877	210.0039978
878	209.990754
879	209.9698593
880	209.9475832
881	209.9468456
882	209.9273417
883	209.9054807
884	209.884871
885	209.8744383
886	209.8624467
887	209.8613608
888	209.8602685
889	209.8378649
890	209.8191905
891	209.8178834
892	209.7996074
893	209.7941523
894	209.7830466
895	209.7525818
896	209.7449366
897	209.7321964
898	209.7114896
899	209.7100439
900	209.6970734
901	209.6828874
902	209.6759711
903	209.6527016
904	209.6516646
905	209.6291526
906	209.5980866
907	209.589279
908	209.5795076
909	209.5656587
910	209.5522949
911	209.5431496
912	209.5269119
913	209.5023692
914	209.4855675
915	209.4696467
916	209.4559666
917	209.4362729
918	209.4077942
919	209.3958731
920	209.3840095
921	209.3746002
922	209.3654373
923	209.356548
924	209.3374335
925	209.330308
926	209.3083177
927	209.3055765
928	209.2911953
929	209.2794587
930	209.2657074
931	209.2600057
932	209.2451271
933	209.2256578
934	209.2143595
935	209.1978294
936	209.1782566
937	209.1630581
938	209.1517464
939	209.1356063
940	209.1209984
941	209.1053074
942	209.0912428
943	209.0716329
944	209.0556185
945	209.0357703
946	209.0243677
947	209.013454
948	209.0036096
949	209.0019118
950	208.9833893
951	208.9739017
952	208.9659063
953	208.9570305
954	208.9477422
955	208.9228993
956	208.9027533
957	208.8854378
958	208.8718935
959	208.8596031
960	208.8409102
961	208.8273327
962	208.8066765
963	208.7861313
964	208.7685665
965	208.7539293
966	208.7286812
967	208.7163272
968	208.7028655
969	208.6916585
970	208.6799518
971	208.6618908
972	208.6516776
973	208.6420551
974	208.6302628
975	208.6081088
976	208.5887045
977	208.5796294
978	208.564963
979	208.553682
980	208.5393148
981	208.5165273
982	208.5024372
983	208.4794778
984	208.4663499
985	208.4582102
986	208.4473193
987	208.4366303
988	208.4317157
989	208.4234859
990	208.406217
991	208.3858296
992	208.3833705
993	208.368749
994	208.3472511
995	208.3318984
996	208.3248834
997	208.3192013
998	208.3113307
999	208.3064271
1000	208.2830736
1001	208.2722829
1002	208.2633066
1003	208.2504527
1004	208.2358228
1005	208.2208839
1006	208.2178442
1007	208.2072033
1008	208.18541
1009	208.1754116
1010	208.1682042
1011	208.1624286
1012	208.1521017
1013	208.1385002
1014	208.1181992
1015	208.112344
1016	208.1044881
1017	208.0839351
1018	208.0771295
1019	208.0686611
1020	208.0565629
1021	208.0402662
1022	208.0312899
1023	208.0222279
1024	208.009042
1025	207.9938632
1026	207.9893645
1027	207.9816023
1028	207.9730466
1029	207.965483
1030	207.9611502
1031	207.9398835
1032	207.9241299
1033	207.9069728
1034	207.8960817
1035	207.8830351
1036	207.8597113
1037	207.842489
1038	207.8226293
1039	207.806212
1040	207.7959605
1041	207.7849957
1042	207.7788045
1043	207.7640598
1044	207.763498
1045	207.7549775
1046	207.7506815
1047	207.7295239
1048	207.717362
1049	207.7067219
1050	207.690764
1051	207.6825764
1052	207.6680957
1053	207.6601472
1054	207.6411835
1055	207.6339245
1056	207.6189998
1057	207.6093154
1058	207.6063973
1059	207.5902633
1060	207.5713667
1061	207.5597274
1062	207.5472651
1063	207.5347142
1064	207.5171045
1065	207.5049531
1066	207.4828731
1067	207.4703549
1068	207.4572098
1069	207.4471499
1070	207.4271338
1071	207.413392
1072	207.4039817
1073	207.3892989
1074	207.3756292
1075	207.3560677
1076	207.3464798
1077	207.338414
1078	207.3321673
1079	207.3176491
1080	207.3089801
1081	207.2984586
1082	207.2913844
1083	207.2831802
1084	207.2687593
1085	207.2624731
1086	207.252947
1087	207.2436138
1088	207.231187
1089	207.2247486
1090	207.2148418
1091	207.2063471
1092	207.1859697
1093	207.1739893
1094	207.1691005
1095	207.1538981
1096	207.1472744
1097	207.1321576
1098	207.126527
1099	207.120103
1100	207.105329
1101	207.0978167
1102	207.0853171
1103	207.0644164
1104	207.0459216
1105	207.0310163
1106	207.0226973
1107	207.0058941
1108	206.9983524
1109	206.9851956
1110	206.9744638
1111	206.9593593
1112	206.9458095
1113	206.941657
1114	206.9338021
1115	206.9120478
1116	206.9002844
1117	206.8824355
1118	206.8629111
1119	206.8586997
1120	206.8489179
1121	206.8386401
1122	206.8286565
1123	206.8219327
1124	206.8000248
1125	206.7845092
1126	206.7676033
1127	206.7586451
1128	206.7525095
1129	206.7441067
1130	206.7297451
1131	206.7195308
1132	206.7090662
1133	206.6988644
1134	206.6938094
1135	206.6724588
1136	206.6655538
1137	206.6562656
1138	206.6406864
1139	206.6363795
1140	206.6171608
1141	206.6111576
1142	206.5958676
1143	206.5791288
1144	206.5612328
1145	206.5450171
1146	206.5274153
1147	206.5214745
1148	206.5144301
1149	206.5031708
1150	206.4998115
1151	206.4949041
1152	206.4817908
1153	206.4731286
1154	206.459788
1155	206.4492609
1156	206.4372226
1157	206.4330748
1158	206.4187362
1159	206.4060594
1160	206.397398
1161	206.3802518
1162	206.3742853
1163	206.3582204
1164	206.3445699
1165	206.3283223
1166	206.309489
1167	206.299888
1168	206.2915233
1169	206.2844144
1170	206.2733468
1171	206.2638076
1172	206.2500317
1173	206.2350906
1174	206.2259517
1175	206.2139836
1176	206.2014603
1177	206.1886286
1178	206.1799824
1179	206.1696404
1180	206.1640254
1181	206.153815
1182	206.1354054
1183	206.1253915
1184	206.1154497
1185	206.106955
1186	206.1010765
1187	206.0947412
1188	206.0887012
1189	206.0723659
1190	206.0524283
1191	206.0375861
1192	206.0226688
1193	206.0059041
1194	205.9898566
1195	205.9809738
1196	205.9724989
1197	205.9603822
1198	205.9484899
1199	205.9334452
1200	205.9082916
1201	205.8940794
1202	205.8843022
1203	205.8585923
1204	205.844243
1205	205.8341426
1206	205.8199847
1207	205.8016596
1208	205.7938063
1209	205.7765309
1210	205.7628291
1211	205.7581959
1212	205.7473911
1213	205.7362108
1214	205.725085
1215	205.7142711
1216	205.7054728
1217	205.6942968
1218	205.6887131
1219	205.6826262
1220	205.675046
1221	205.6692631
1222	205.6585099
1223	205.6405465
1224	205.6201101
1225	205.5950956
1226	205.5826167
1227	205.5665322
1228	205.5539628
1229	205.5372044
1230	205.5281312
1231	205.5036939
1232	205.5012248
1233	205.4883265
1234	205.4741851
1235	205.4682688
1236	205.4615038
1237	205.4488417
1238	205.4422024
1239	205.4353777
1240	205.428735
1241	205.4186383
1242	205.4076405
1243	205.4008827
1244	205.3932011
1245	205.3824352
1246	205.3768162
1247	205.3685331
1248	205.352461
1249	205.3433503
1250	205.3263757
1251	205.3146103
1252	205.2973126
1253	205.2803216
1254	205.2759994
1255	205.2573657
1256	205.2464882
1257	205.238518
1258	205.2228535
1259	205.219039
1260	205.2119083
1261	205.1971137
1262	205.1868091
1263	205.1674547
1264	205.1482419
1265	205.1368714
1266	205.1230233
1267	205.1068974
1268	205.0830304
1269	205.0659599
1270	205.0522935
1271	205.041018
1272	205.0306875
1273	205.022834
1274	205.0151658
1275	205.0015374
1276	204.9915858
1277	204.9826848
1278	204.9658547
1279	204.9576073
1280	204.9438245
1281	204.9337244
1282	204.9118162
1283	204.9014359
1284	204.8828067
1285	204.8766565
1286	204.8677588
1287	204.8627199
1288	204.8489666
1289	204.8424371
1290	204.8377447
1291	204.815003
1292	204.7934801
1293	204.7889374
1294	204.7815248
1295	204.76844
1296	204.7555756
1297	204.7467325
1298	204.736588
1299	204.7234868
1300	204.7201674
1301	204.7108609
1302	204.6933196
1303	204.6824482
1304	204.6670764
1305	204.6589203
1306	204.6522239
1307	204.6421071
1308	204.6215547
1309	204.6177412
1310	204.6131462
1311	204.6042585
1312	204.5976531
1313	204.586674
1314	204.584154
1315	204.5722768
1316	204.5620942
1317	204.5521538
1318	204.5467104
1319	204.5364446
1320	204.5260513
1321	204.5162206
1322	204.5069166
1323	204.496399
1324	204.4846598
1325	204.469733
1326	204.4552315
1327	204.4428425
1328	204.4322038
1329	204.4266228
1330	204.4169176
1331	204.4043931
1332	204.3895624
1333	204.3692038
1334	204.3522552
1335	204.3397536
1336	204.3264441
1337	204.3126747
1338	204.3055915
1339	204.2927879
1340	204.2750132
1341	204.2618846
1342	204.2499025
1343	204.2413907
1344	204.2282359
1345	204.2160324
1346	204.2070665
1347	204.1972639
1348	204.1884395
1349	204.1860709
1350	204.1770469
1351	204.1742642
1352	204.1619423
1353	204.1551424
1354	204.1438159
1355	204.1325395
1356	204.1281164
1357	204.1211582
1358	204.1104968
1359	204.1048562
1360	204.0991228
1361	204.0870747
1362	204.0691683
1363	204.0552877
1364	204.0473728
1365	204.0420884
1366	204.0311733
1367	204.0184487
1368	204.0087134
1369	203.9988294
1370	203.9898613
1371	203.9746269
1372	203.9694819
1373	203.9584175
1374	203.9458075
1375	203.9341117
1376	203.9298683
1377	203.923949
1378	203.9114206
1379	203.8999628
1380	203.891134
1381	203.8855937
1382	203.8701556
1383	203.8613507
1384	203.8438518
1385	203.8333068
1386	203.8203903
1387	203.811235
1388	203.8067014
1389	203.7961289
1390	203.7879847
1391	203.7765168
1392	203.7639056
1393	203.7595191
1394	203.748608
1395	203.7381003
1396	203.726774
1397	203.7149079
1398	203.7077185
1399	203.7023241
1400	203.6944417
1401	203.6769407
1402	203.6644288
1403	203.6585044
1404	203.6527852
1405	203.642152
1406	203.6294634
1407	203.6200106
1408	203.6128725
1409	203.6055981
1410	203.6001726
1411	203.5862196
1412	203.5749098
1413	203.5657291
1414	203.5554811
1415	203.5450101
1416	203.5373428
1417	203.5298024
1418	203.5166082
1419	203.5139514
1420	203.5051563
1421	203.4951522
1422	203.4904421
1423	203.4782043
1424	203.4665138
1425	203.4577521
1426	203.4420675
1427	203.4363922
1428	203.4337851
1429	203.4217492
1430	203.4179949
1431	203.409937
1432	203.4025395
1433	203.3934072
1434	203.3838896
1435	203.3762705
1436	203.369953
1437	203.3607379
1438	203.351881
1439	203.3477522
1440	203.3381689
1441	203.3296232
1442	203.3264763
1443	203.3169013
1444	203.3046691
1445	203.2876282
1446	203.2824821
1447	203.2709924
1448	203.2492088
1449	203.2316495
1450	203.2184337
1451	203.2126826
1452	203.1999929
1453	203.1934437
1454	203.1853759
1455	203.1779521
1456	203.172507
1457	203.1610546
1458	203.1562998
1459	203.150476
1460	203.1417812
1461	203.130628
1462	203.1192479
1463	203.1123584
1464	203.0948792
1465	203.0743813
1466	203.0652705
1467	203.054074
1468	203.0387639
1469	203.0284362
1470	203.0141098
1471	203.0071986
1472	202.990705
1473	202.9784093
1474	202.9670358
1475	202.9601298
1476	202.9531202
1477	202.9462847
1478	202.9295224
1479	202.9218459
1480	202.9103939
1481	202.8996564
1482	202.8928676
1483	202.8791456
1484	202.870913
1485	202.862364
1486	202.843951
1487	202.8287888
1488	202.819538
1489	202.8082083
1490	202.7987316
1491	202.7957414
1492	202.785457
1493	202.7664551
1494	202.7563933
1495	202.7481127
1496	202.7404053
1497	202.7276795
1498	202.7229302
1499	202.7142096
1500	202.7038846
1501	202.695105
1502	202.6831675
1503	202.679311
1504	202.673405
1505	202.6627644
1506	202.6583104
1507	202.6466034
1508	202.6414533
1509	202.6250151
1510	202.6205552
1511	202.614064
1512	202.6089212
1513	202.5974547
1514	202.5831737
1515	202.5718204
1516	202.5666668
1517	202.5581449
1518	202.5473106
1519	202.5419769
1520	202.5368764
1521	202.5226285
1522	202.5182565
1523	202.5132139
1524	202.5014654
1525	202.49122
1526	202.4799973
1527	202.4751185
1528	202.4603757
1529	202.4519497
1530	202.4401121
1531	202.4294875
1532	202.4213087
1533	202.4112273
1534	202.401042
1535	202.3890438
1536	202.3754874
1537	202.3690437
1538	202.35154
1539	202.3335442
1540	202.3169339
1541	202.3036619
1542	202.2945768
1543	202.2837314
1544	202.2679082
1545	202.2521362
1546	202.2432738
1547	202.2293802
1548	202.2127848
1549	202.2005597
1550	202.1856825
1551	202.1790275
1552	202.1752672
1553	202.1672146
1554	202.1582328
1555	202.1480003
1556	202.1405076
1557	202.1356651
1558	202.1303063
1559	202.1202207
1560	202.1097186
1561	202.0990743
1562	202.0855572
1563	202.0724628
1564	202.0598456
1565	202.0512258
1566	202.0403921
1567	202.0310706
1568	202.0202138
1569	202.0090407
1570	202.0041443
1571	201.996526
1572	201.9827202
1573	201.9767747
1574	201.9686171
1575	201.958759
1576	201.9507649
1577	201.9437758
1578	201.9398192
1579	201.9341357
1580	201.9173194
1581	201.905043
1582	201.8911959
1583	201.8856878
1584	201.8813489
1585	201.8704918
1586	201.8599093
1587	201.8542149
1588	201.8439909
1589	201.8327702
1590	201.8215937
1591	201.8168897
1592	201.8054544
1593	201.7946212
1594	201.7849624
1595	201.7756883
1596	201.7675662
1597	201.7567114
1598	201.7505203
1599	201.7361257
1600	201.7168196
1601	201.6983158
1602	201.679495
1603	201.6630892
1604	201.6556211
1605	201.6378958
1606	201.6339235
1607	201.6193654
1608	201.6071919
1609	201.5971986
1610	201.5906618
1611	201.5805545
1612	201.5703375
1613	201.565985
1614	201.5507992
1615	201.5429837
1616	201.5380922
1617	201.5304302
1618	201.5282149
1619	201.5158508
1620	201.5090892
1621	201.501874
1622	201.4950299
1623	201.4851259
1624	201.4704101
1625	201.4683867
1626	201.4577245
1627	201.4520481
1628	201.4406883
1629	201.431398
1630	201.4200305
1631	201.4127374
1632	201.4026996
1633	201.3942597
1634	201.3819268
1635	201.3762952
1636	201.3669941
1637	201.349636
1638	201.3327706
1639	201.3243945
1640	201.3128395
1641	201.2973473
1642	201.2868569
1643	201.2717322
1644	201.2671551
1645	201.2555576
1646	201.2451137
1647	201.2379081
1648	201.2217721
1649	201.2135732
1650	201.2023559
1651	201.1911313
1652	201.1882487
1653	201.1779778
1654	201.1673547
1655	201.1584007
1656	201.14959
1657	201.1414217
1658	201.1328358
1659	201.1240318
1660	201.1154679
1661	201.0978975
1662	201.088469
1663	201.075537
1664	201.0702663
1665	201.0590503
1666	201.0495917
1667	201.0433113
1668	201.0336462
1669	201.0245364
1670	201.0220087
1671	201.007704
1672	201.0055501
1673	200.9891724
1674	200.9739492
1675	200.9608486
1676	200.9518857
1677	200.9355263
1678	200.9285297
1679	200.9193252
1680	200.9054246
1681	200.8934919
1682	200.8899896
1683	200.8799768
1684	200.8712711
