iter	RMSE
1685	200.8590873
1686	200.8508372
1687	200.8339813
1688	200.8274228
1689	200.8198018
1690	200.8106878
1691	200.8032533
1692	200.7937402
1693	200.7857017
1694	200.769698
1695	200.7578881
1696	200.7484332
1697	200.7373936
1698	200.7198475
1699	200.7083305
1700	200.6942889
1701	200.6789355
1702	200.6760371
1703	200.6720731
1704	200.6543659
1705	200.6471678
1706	200.6316159
1707	200.6219444
1708	200.6117779
1709	200.5896436
1710	200.5794768
1711	200.5692826
1712	200.560927
1713	200.5516363
1714	200.543799
1715	200.5389027
1716	200.5339781
1717	200.5280782
1718	200.521598
1719	200.5156576
1720	200.5093337
1721	200.5005765
1722	200.4919343
1723	200.4788372
1724	200.4716741
1725	200.4644242
1726	200.4561993
1727	200.4460998
1728	200.4322758
1729	200.4206851
1730	200.4123485
1731	200.4029763
1732	200.3917661
1733	200.3832076
1734	200.3823074
1735	200.372433
1736	200.3654396
1737	200.3559689
1738	200.3409924
1739	200.334608
1740	200.3279285
1741	200.3221694
1742	200.3193085
1743	200.3086859
1744	200.2976209
1745	200.292408
1746	200.2786721
1747	200.2673425
1748	200.2554275
1749	200.2519863
1750	200.2470276
1751	200.2375875
1752	200.231746
1753	200.2177472
1754	200.2064129
1755	200.2043418
1756	200.1953719
1757	200.1904422
1758	200.1868777
1759	200.1836644
1760	200.175356
1761	200.1651703
1762	200.1605626
1763	200.1452415
1764	200.1401776
1765	200.1291617
1766	200.1145816
1767	200.105872
1768	200.0889654
1769	200.0797929
1770	200.0778786
1771	200.0723684
1772	200.0672042
1773	200.0603049
1774	200.0550735
1775	200.0482742
1776	200.04573
1777	200.0319268
1778	200.0200594
1779	200.0116371
1780	200.0053032
1781	199.9959648
1782	199.981396
1783	199.9724176
1784	199.9648226
1785	199.9597128
1786	199.9499808
1787	199.9388253
1788	199.9374352
1789	199.9217402
1790	199.9146874
1791	199.8958623
1792	199.8855998
1793	199.8819072
1794	199.8709874
1795	199.8648861
1796	199.8525131
1797	199.8435975
1798	199.8381542
1799	199.8335037
1800	199.8317742
1801	199.8204752
1802	199.8080622
1803	199.7973249
1804	199.790918
1805	199.7798331
1806	199.7749302
1807	199.7623496
1808	199.7508814
1809	199.7474826
1810	199.7414305
1811	199.738888
1812	199.7275645
1813	199.718371
1814	199.7153434
1815	199.7044528
1816	199.6956382
1817	199.6918908
1818	199.689412
1819	199.6827105
1820	199.6778716
1821	199.6699939
1822	199.6598193
1823	199.64789
1824	199.6394796
1825	199.6290776
1826	199.615351
1827	199.6012587
1828	199.5904146
1829	199.5814603
1830	199.567056
1831	199.5577914
1832	199.5466294
1833	199.5336343
1834	199.529556
1835	199.5222667
1836	199.5172321
1837	199.50276
1838	199.4984081
1839	199.4936963
1840	199.485101
1841	199.4754626
1842	199.4633303
1843	199.455589
1844	199.4441338
1845	199.4376876
1846	199.4199673
1847	199.4074998
1848	199.402798
1849	199.3925393
1850	199.3880064
1851	199.3816525
1852	199.3693349
1853	199.3557853
1854	199.346321
1855	199.3372021
1856	199.3228494
1857	199.315651
1858	199.3012654
1859	199.2926421
1860	199.2847292
1861	199.2792592
1862	199.2681337
1863	199.2641774
1864	199.2579302
1865	199.2460133
1866	199.2364475
1867	199.2279956
1868	199.2214039
1869	199.2187695
1870	199.205328
1871	199.1979909
1872	199.1906652
1873	199.1798022
1874	199.1661166
1875	199.1624865
1876	199.1517801
1877	199.1473742
1878	199.1413935
1879	199.1325906
1880	199.11936
1881	199.1106826
1882	199.1020534
1883	199.0935425
1884	199.0870861
1885	199.0794569
1886	199.0716487
1887	199.0649329
1888	199.0540239
1889	199.0463579
1890	199.0394025
1891	199.0358331
1892	199.0229617
1893	199.0152333
1894	199.0057674
1895	198.9967579
1896	198.9873856
1897	198.9803877
1898	198.973862
1899	198.9648263
1900	198.9505926
1901	198.9427662
1902	198.9342705
1903	198.9287609
1904	198.9236798
1905	198.9201516
1906	198.906417
1907	198.8977598
1908	198.8883863
1909	198.883008
1910	198.8701341
1911	198.8589008
1912	198.8486837
1913	198.840835
1914	198.8334051
1915	198.8292662
1916	198.818243
1917	198.812563
1918	198.8012442
1919	198.7908767
1920	198.7807178
1921	198.7751091
1922	198.7707075
1923	198.7682863
1924	198.7625749
1925	198.7566021
1926	198.748346
1927	198.7407905
1928	198.7327341
1929	198.722497
1930	198.7122016
1931	198.7048521
1932	198.6989118
1933	198.6904161
1934	198.6872025
1935	198.673452
1936	198.6654308
1937	198.6555315
1938	198.6500657
1939	198.6396126
1940	198.6338289
1941	198.6308372
1942	198.6203864
1943	198.6096223
1944	198.6043585
1945	198.5944274
1946	198.5861369
1947	198.5770735
1948	198.5687372
1949	198.5633929
1950	198.5575598
1951	198.5546278
1952	198.5496168
1953	198.5442607
1954	198.537152
1955	198.5274368
1956	198.5164713
1957	198.5103427
1958	198.5003743
1959	198.4884614
1960	198.4787062
1961	198.4763116
1962	198.4734551
1963	198.4617476
1964	198.4557866
1965	198.4502133
1966	198.4392758
1967	198.4280959
1968	198.4188242
1969	198.4108675
1970	198.4036847
1971	198.398938
1972	198.3952815
1973	198.3911626
1974	198.3831025
1975	198.3746885
1976	198.3669948
1977	198.3588131
1978	198.3519463
1979	198.3440675
1980	198.3400411
1981	198.3332986
1982	198.3269076
1983	198.3221728
1984	198.3171601
1985	198.3120357
1986	198.3064233
1987	198.2987546
1988	198.2928593
1989	198.2796705
1990	198.2714493
1991	198.2683517
1992	198.2591303
1993	198.2432344
1994	198.2366609
1995	198.2247042
1996	198.2113325
1997	198.2034109
1998	198.1906164
1999	198.1784135
